,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId
0,2018-10-06 11:40,nuclear,核一#1,['核一'],636.0,0.0,0,True,fix,歲修逾排程,
1,2018-10-06 11:40,nuclear,核一#2,['核一'],636.0,0.0,0,True,fix,歲修逾排程,
2,2018-10-06 11:40,nuclear,核二#1,['核二'],985.0,975.9,99.08,True,online,,
3,2018-10-06 11:40,nuclear,核二#2,['核二'],985.0,975.9,99.08,True,online,,
4,2018-10-06 11:40,nuclear,核三#1,['核三'],951.0,937.0,98.53,True,online,,
5,2018-10-06 11:40,nuclear,核三#2,['核三'],951.0,938.1,98.64,True,online,,
6,2018-10-06 11:40,coal,林口#1,['林口'],800.0,756.7,94.59,True,online,,
7,2018-10-06 11:40,coal,林口#2,['林口'],800.0,757.8,94.73,True,online,,
8,2018-10-06 11:40,coal,台中#1,['台中'],550.0,485.7,88.31,True,online,自主降載減排,
9,2018-10-06 11:40,coal,台中#2,['台中'],550.0,0.0,0,True,fix,環保工程,
10,2018-10-06 11:40,coal,台中#3,['台中'],550.0,473.1,86.02,True,online,自主降載減排,
11,2018-10-06 11:40,coal,台中#4,['台中'],550.0,476.7,86.67,True,online,自主降載減排,
12,2018-10-06 11:40,coal,台中#5,['台中'],550.0,488.8,88.87,True,online,自主降載減排,
13,2018-10-06 11:40,coal,台中#6,['台中'],550.0,519.8,94.51,True,online,,
14,2018-10-06 11:40,coal,台中#7,['台中'],550.0,523.6,95.2,True,online,,
15,2018-10-06 11:40,coal,台中#8,['台中'],550.0,515.8,93.78,True,online,,
16,2018-10-06 11:40,coal,台中#9,['台中'],550.0,496.3,90.24,True,online,運轉限制,
17,2018-10-06 11:40,coal,台中#10,['台中'],550.0,526.9,95.8,True,online,,
18,2018-10-06 11:40,coal,興達#1,['興達'],500.0,432.8,86.56,True,online,自主降載減排,
19,2018-10-06 11:40,coal,興達#2,['興達'],500.0,384.0,76.8,True,online,自主降載減排,
20,2018-10-06 11:40,coal,興達#3,['興達'],550.0,370.5,67.36,True,online,自主降載減排,
21,2018-10-06 11:40,coal,興達#4,['興達'],550.0,348.5,63.36,True,online,自主降載減排,
