,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId
0,2018-06-10 22:10,nuclear,核一#1,['核一'],636.0,0.0,0,True,fix,歲修逾排程,
1,2018-06-10 22:10,nuclear,核一#2,['核一'],636.0,0.0,0,True,fix,歲修,
2,2018-06-10 22:10,nuclear,核二#1,['核二'],985.0,974.6,98.94,True,online,,
3,2018-06-10 22:10,nuclear,核二#2,['核二'],985.0,402.2,40.83,True,online,測試運轉,
4,2018-06-10 22:10,nuclear,核三#1,['核三'],951.0,937.0,98.53,True,online,,
5,2018-06-10 22:10,nuclear,核三#2,['核三'],951.0,930.1,97.8,True,online,,
6,2018-06-10 22:10,coal,林口#1,['林口'],800.0,754.8,94.35,True,online,,
7,2018-06-10 22:10,coal,林口#2,['林口'],800.0,758.1,94.76,True,online,,
8,2018-06-10 22:10,coal,台中#1,['台中'],550.0,0.0,0,True,fix,環保工程,
9,2018-06-10 22:10,coal,台中#2,['台中'],550.0,524.1,95.29,True,online,,
10,2018-06-10 22:10,coal,台中#3,['台中'],550.0,514.0,93.45,True,online,,
11,2018-06-10 22:10,coal,台中#4,['台中'],550.0,527.2,95.85,True,online,,
12,2018-06-10 22:10,coal,台中#5,['台中'],550.0,532.7,96.85,True,online,,
13,2018-06-10 22:10,coal,台中#6,['台中'],550.0,525.4,95.53,True,online,,
14,2018-06-10 22:10,coal,台中#7,['台中'],550.0,526.6,95.75,True,online,,
15,2018-06-10 22:10,coal,台中#8,['台中'],550.0,518.1,94.2,True,online,,
16,2018-06-10 22:10,coal,台中#9,['台中'],550.0,507.1,92.2,True,online,,
17,2018-06-10 22:10,coal,台中#10,['台中'],550.0,529.3,96.24,True,online,,
18,2018-06-10 22:10,coal,興達#1,['興達'],500.0,390.4,78.08,True,online,運轉限制,
19,2018-06-10 22:10,coal,興達#2,['興達'],500.0,375.8,75.16,True,online,環保限制,
20,2018-06-10 22:10,coal,興達#3,['興達'],550.0,0.0,0,True,fix,檢修,
21,2018-06-10 22:10,coal,興達#4,['興達'],550.0,366.2,66.58,True,online,環保限制,
22,2018-06-10 22:10,coal,大林#1,['大林'],800.0,758.6,94.83,True,online,,
23,2018-06-10 22:10,coal,大林#2(註10),['大林'],0.0,215.3,0,True,online,新機組試俥,10
24,2018-06-10 22:10,co-gen,汽電共生,['汽電共生'],623.2,643.7,103.29,True,online,,
25,2018-06-10 22:10,coal,和平#1,['和平'],648.6,605.1,93.29,False,online,,
26,2018-06-10 22:10,coal,和平#2,['和平'],648.6,601.0,92.66,False,online,,
27,2018-06-10 22:10,coal,麥寮#1,['麥寮'],600.0,517.5,86.25,False,online,運轉限制,
28,2018-06-10 22:10,coal,麥寮#2,['麥寮'],600.0,521.6,86.93,False,online,運轉限制,
29,2018-06-10 22:10,coal,麥寮#3,['麥寮'],600.0,566.9,94.48,False,online,,
30,2018-06-10 22:10,lng,大潭CC#1,['大潭'],742.7,647.5,87.18,True,online,,
31,2018-06-10 22:10,lng,大潭CC#2,['大潭'],742.7,631.9,85.08,True,online,,
32,2018-06-10 22:10,lng,大潭CC#3,['大潭'],724.7,693.5,95.69,True,online,,
33,2018-06-10 22:10,lng,大潭CC#4,['大潭'],724.7,679.7,93.79,True,online,,
34,2018-06-10 22:10,lng,大潭CC#5,['大潭'],724.7,664.9,91.75,True,online,,
35,2018-06-10 22:10,lng,大潭CC#6,['大潭'],724.7,673.9,92.99,True,online,,
36,2018-06-10 22:10,lng,大潭CC#7,['大潭'],600.0,591.8,98.63,True,online,,
37,2018-06-10 22:10,lng,通霄CC#1,['通霄'],892.6,869.0,97.36,True,online,,
38,2018-06-10 22:10,lng,通霄CC#2(註10),['通霄'],0.0,0.0,0,True,online,,10
39,2018-06-10 22:10,lng,通霄CC#4,['通霄'],386.0,366.3,94.9,True,online,,
40,2018-06-10 22:10,lng,通霄CC#5,['通霄'],386.0,372.5,96.5,True,online,,
41,2018-06-10 22:10,lng,通霄CC#6,['通霄'],321.2,309.1,96.23,True,online,,
42,2018-06-10 22:10,lng,興達CC#1,['興達'],445.2,401.0,90.07,True,online,,
43,2018-06-10 22:10,lng,興達CC#2,['興達'],445.2,409.1,91.89,True,online,,
44,2018-06-10 22:10,lng,興達CC#3,['興達'],445.2,393.8,88.45,True,online,,
45,2018-06-10 22:10,lng,興達CC#4,['興達'],445.2,381.9,85.78,True,online,,
46,2018-06-10 22:10,lng,興達CC#5,['興達'],445.2,406.8,91.37,True,online,,
47,2018-06-10 22:10,lng,南部CC#1,['南部'],288.8,287.6,99.58,True,online,,
48,2018-06-10 22:10,lng,南部CC#2,['南部'],288.8,288.8,100,True,online,,
49,2018-06-10 22:10,lng,南部CC#3,['南部'],288.8,257.3,89.09,True,online,,
50,2018-06-10 22:10,lng,南部CC#4,['南部'],251.4,0.0,0,True,fix,檢修,
51,2018-06-10 22:10,lng,大林#5,['大林'],500.0,402.8,80.56,True,online,運轉限制,
52,2018-06-10 22:10,lng,大林#6,['大林'],550.0,539.1,98.02,True,online,,
53,2018-06-10 22:10,lng,海湖#1,['海湖'],450.0,0.0,0,False,fix,檢修,
54,2018-06-10 22:10,lng,海湖#2,['海湖'],450.0,396.9,88.2,False,online,,
55,2018-06-10 22:10,lng,新桃#1,['新桃'],600.0,0.0,0,False,fix,檢修,
56,2018-06-10 22:10,lng,國光#1,['國光'],480.0,0.0,0,False,online,,
57,2018-06-10 22:10,lng,星彰#1,['星彰'],490.0,0.0,0,False,fix,檢修,
58,2018-06-10 22:10,lng,星元#1,['星元'],490.0,256.9,52.43,False,online,,
59,2018-06-10 22:10,lng,嘉惠#1,['嘉惠'],670.0,0.0,0,False,fix,檢修,
60,2018-06-10 22:10,lng,豐德#1,['豐德'],490.0,447.3,91.29,False,online,,
61,2018-06-10 22:10,lng,豐德#2,['豐德'],490.0,0.0,0,False,fix,檢修,
62,2018-06-10 22:10,oil,協和#1,['協和'],500.0,324.8,64.96,True,online,運轉限制,
63,2018-06-10 22:10,oil,協和#2,['協和'],500.0,435.1,87.02,True,online,運轉限制,
64,2018-06-10 22:10,oil,協和#3,['協和'],500.0,135.4,27.08,True,online,環保限制,
65,2018-06-10 22:10,oil,協和#4,['協和'],500.0,126.3,25.26,True,online,環保限制,
66,2018-06-10 22:10,diesel,核一Gas1,['核一'],0.0,0.0,0,True,online,,
67,2018-06-10 22:10,diesel,核一Gas2,['核一'],0.0,0.0,0,True,online,,
68,2018-06-10 22:10,diesel,核二Gas1,['核二'],0.0,0.0,0,True,online,,
69,2018-06-10 22:10,diesel,核二Gas2,['核二'],0.0,0.0,0,True,online,,
70,2018-06-10 22:10,diesel,核三Gas1,['核三'],0.0,0.0,0,True,online,,
71,2018-06-10 22:10,diesel,核三Gas2,['核三'],0.0,0.0,0,True,online,,
72,2018-06-10 22:10,diesel,台中Gas1&amp;2,['台中'],140.0,0.0,0,True,online,,
73,2018-06-10 22:10,diesel,台中Gas3&amp;4,['台中'],140.0,0.0,0,True,online,,
74,2018-06-10 22:10,diesel,澎湖尖山(註4),['尖山'],129.8,77.8,59.94,True,online,,4
75,2018-06-10 22:10,diesel,金門塔山(註4),['塔山'],91.0,42.1,46.26,True,online,,4
76,2018-06-10 22:10,diesel,馬祖珠山(註4),"['珠山', '南竿', '北竿']",28.6,8.7,30.42,True,online,,4
77,2018-06-10 22:10,diesel,離島其他(註4),"['離島', '蘭嶼', '綠島', '旭光', '東引', '七美', '望安', '虎井']",42.7,0.0,0,True,online,,4
78,2018-06-10 22:10,hydro,德基#1,['大甲溪'],78.0,0.0,0,True,online,,
79,2018-06-10 22:10,hydro,德基#2,['大甲溪'],78.0,29.2,37.44,True,online,,
80,2018-06-10 22:10,hydro,德基#3,['大甲溪'],78.0,0.0,0,True,online,,
81,2018-06-10 22:10,hydro,青山#1,['大甲溪'],92.0,0.0,0,True,online,,
82,2018-06-10 22:10,hydro,青山#2,['大甲溪'],92.0,0.0,0,True,online,,
83,2018-06-10 22:10,hydro,青山#3,['大甲溪'],92.0,11.6,12.61,True,online,,
84,2018-06-10 22:10,hydro,青山#4,['大甲溪'],92.0,15.1,16.41,True,online,,
85,2018-06-10 22:10,hydro,谷關#1,['大甲溪'],54.4,44.1,81.07,True,online,,
86,2018-06-10 22:10,hydro,谷關#2,['大甲溪'],54.4,0.0,0,True,online,,
87,2018-06-10 22:10,hydro,谷關#3,['大甲溪'],54.4,0.0,0,True,online,,
88,2018-06-10 22:10,hydro,谷關#4,['大甲溪'],54.4,0.0,0,True,online,,
89,2018-06-10 22:10,hydro,天輪#1,['大甲溪'],22.5,0.0,0,True,online,,
90,2018-06-10 22:10,hydro,天輪#2,['大甲溪'],22.5,13.4,59.56,True,online,,
91,2018-06-10 22:10,hydro,天輪#3,['大甲溪'],22.5,13.5,60,True,online,,
92,2018-06-10 22:10,hydro,天輪#4,['大甲溪'],22.5,13.2,58.67,True,online,,
93,2018-06-10 22:10,hydro,天輪#5,['大甲溪'],105.0,0.0,0,True,online,,
94,2018-06-10 22:10,hydro,馬鞍#1,['大甲溪'],66.7,31.6,47.38,True,online,,
95,2018-06-10 22:10,hydro,馬鞍#2,['大甲溪'],66.7,0.0,0,True,online,,
96,2018-06-10 22:10,hydro,卓蘭#1,['卓蘭'],40.0,35.4,88.5,True,online,,
97,2018-06-10 22:10,hydro,卓蘭#2,['卓蘭'],40.0,0.0,0,True,online,,
98,2018-06-10 22:10,hydro,萬大#1,['萬大'],10.4,0.0,0,True,online,,
99,2018-06-10 22:10,hydro,萬大#2,['萬大'],10.4,0.0,0,True,online,,
100,2018-06-10 22:10,hydro,萬大#3,['萬大'],15.3,0.0,0,True,fix,檢修,
101,2018-06-10 22:10,hydro,萬大#4,['萬大'],19.7,0.0,0,True,online,,
102,2018-06-10 22:10,hydro,松林#1&amp;2,['萬大'],20.9,0.0,0,True,online,,
103,2018-06-10 22:10,hydro,大觀一#1,['大觀'],22.0,4.0,18.18,True,online,,
104,2018-06-10 22:10,hydro,大觀一#2,['大觀'],22.0,3.6,16.36,True,online,,
105,2018-06-10 22:10,hydro,大觀一#3,['大觀'],22.0,4.1,18.64,True,online,,
106,2018-06-10 22:10,hydro,大觀一#4,['大觀'],22.0,4.5,20.45,True,online,,
107,2018-06-10 22:10,hydro,大觀一#5,['大觀'],22.0,3.2,14.55,True,online,,
108,2018-06-10 22:10,hydro,鉅工#1,['明潭'],21.8,3.3,15.14,True,online,,
109,2018-06-10 22:10,hydro,鉅工#2,['明潭'],21.8,3.0,13.76,True,online,,
110,2018-06-10 22:10,hydro,水里#1,['明潭'],12.8,0.0,0,True,online,,
111,2018-06-10 22:10,hydro,立霧#1&amp;#2,['東部'],32.0,7.8,24.38,True,online,,
112,2018-06-10 22:10,hydro,龍澗#1,['東部'],48.6,0.0,0,True,online,,
113,2018-06-10 22:10,hydro,龍澗#2,['東部'],48.6,18.3,37.65,True,online,,
114,2018-06-10 22:10,hydro,碧海,['東部'],61.2,9.4,15.36,True,online,,
115,2018-06-10 22:10,hydro,烏來&amp;桂山&amp;粗坑,['桂山'],40.5,36.1,89.14,True,online,,
116,2018-06-10 22:10,hydro,北部小水力(註6),"['蘭陽', '桂山']",26.6,0.0,0,True,online,,6
117,2018-06-10 22:10,hydro,中部小水力(註6),"['大甲溪', '明潭']",9.8,0.0,0,True,online,,6
118,2018-06-10 22:10,hydro,南部小水力(註6),"['高屏', '明潭']",7.2,0.0,0,True,online,,6
119,2018-06-10 22:10,hydro,東部小水力(註6),"['東部', '東興']",54.6,25.0,45.79,True,online,,6
120,2018-06-10 22:10,hydro,翡翠#1,['桂山'],70.0,0.0,0,True,online,,
121,2018-06-10 22:10,hydro,石門#1,['石門'],45.0,0.0,0,True,online,,
122,2018-06-10 22:10,hydro,石門#2,['石門'],45.0,0.0,0,True,online,,
123,2018-06-10 22:10,hydro,曾文#1,['曾文'],50.0,0.0,0,True,online,,
124,2018-06-10 22:10,hydro,義興#1,['石門'],40.0,18.2,45.5,True,online,,
125,2018-06-10 22:10,hydro,名間,['名間'],16.7,0.0,0,True,online,,
126,2018-06-10 22:10,hydro,嘉南西口&amp;嘉南烏山頭,['烏山頭'],20.3,0.0,0,True,online,,
127,2018-06-10 22:10,hydro,后里示範,['后里'],0.1,0.0,0,True,online,,
128,2018-06-10 22:10,hydro,卑南,['卑南上圳小型'],2.0,1.2,60,True,online,,
129,2018-06-10 22:10,wind,石門,['石門'],4.0,0.0,0,True,online,,
130,2018-06-10 22:10,wind,林口,['林口'],6.0,0.0,0,True,online,,
131,2018-06-10 22:10,wind,蘆竹,['蘆竹'],7.2,0.1,1.39,True,online,,
132,2018-06-10 22:10,wind,大潭,['大潭'],15.1,0.3,1.99,True,online,,
133,2018-06-10 22:10,wind,觀園,['觀園'],30.0,0.2,0.67,True,online,,
134,2018-06-10 22:10,wind,香山,['香山'],12.0,0.0,0,True,online,,
135,2018-06-10 22:10,wind,台中,['台中'],6.0,0.0,0,True,online,,
136,2018-06-10 22:10,wind,台中港,['台中港'],36.0,0.0,0,True,online,,
137,2018-06-10 22:10,wind,王功,['王功'],23.0,0.0,0,True,online,,
138,2018-06-10 22:10,wind,彰工,['彰工'],62.0,0.0,0,True,online,,
139,2018-06-10 22:10,wind,雲麥,['雲麥'],46.0,0.0,0,True,online,,
140,2018-06-10 22:10,wind,四湖,['四湖'],28.0,0.0,0,True,online,,
141,2018-06-10 22:10,wind,恆春,['恆春'],4.5,0.0,0,True,online,,
142,2018-06-10 22:10,wind,澎湖中屯,['澎湖中屯'],4.8,0.5,10.42,True,online,,
143,2018-06-10 22:10,wind,金門金沙,['金門金沙'],4.0,0.4,10,True,online,,
144,2018-06-10 22:10,wind,澎湖湖西,['湖西'],5.4,0.3,5.56,True,online,,
145,2018-06-10 22:10,wind,苗栗竹南,['竹南'],7.8,0.1,1.28,True,online,,
146,2018-06-10 22:10,wind,苗栗大鵬,['大鵬'],42.0,0.0,0,True,online,,
147,2018-06-10 22:10,wind,鹿威彰濱,['鹿威彰濱'],55.2,0.0,0,True,online,,
148,2018-06-10 22:10,wind,鹿威鹿港,['鹿威'],39.1,0.0,0,True,online,,
149,2018-06-10 22:10,wind,觀威觀音&amp;桃威觀屋,['觀威觀音桃威觀屋'],48.3,0.5,1.04,True,online,,
150,2018-06-10 22:10,wind,中威大安,['中威大安'],82.8,0.4,0.48,True,online,,
151,2018-06-10 22:10,wind,崎威崎頂,['崎威崎頂'],6.9,0.1,1.45,True,online,,
152,2018-06-10 22:10,wind,豐威,['豐威'],11.5,0.1,0.87,True,online,,
153,2018-06-10 22:10,wind,龍威後龍,['龍威後龍'],44.1,0.0,0,True,online,,
154,2018-06-10 22:10,wind,苗栗通苑,['苗栗通苑'],27.6,9.5,34.42,True,online,,
155,2018-06-10 22:10,wind,安威,['安威'],6.9,0.0,0,True,online,,
156,2018-06-10 22:10,wind,清風清水,['清風清水'],2.3,0.0,0,True,online,,
157,2018-06-10 22:10,wind,東鋼龍港,['東鋼龍港'],11.5,0.3,2.61,True,online,,
158,2018-06-10 22:10,wind,海洋竹南,['海洋竹南'],8.0,0.0,0,True,online,,
159,2018-06-10 22:10,solar,金門金沙,['金門金沙'],0.5,0.0,0,True,online,,
160,2018-06-10 22:10,solar,台中生水池,['台中'],2.1,0.0,0,True,online,,
161,2018-06-10 22:10,solar,興達生水池,['興達'],1.6,0.0,0,True,online,,
162,2018-06-10 22:10,solar,嘉義民雄,['嘉義民雄'],0.1,0.0,0,True,online,,
163,2018-06-10 22:10,solar,中部儲運,['中部儲運'],0.1,0.0,0,True,online,,
164,2018-06-10 22:10,solar,東勢新伯公,['東勢新伯公'],0.1,0.0,0,True,online,,
165,2018-06-10 22:10,solar,永安鹽灘地,['永安鹽灘地'],4.6,0.0,0,True,online,,
