,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId
0,2019-07-11 15:00,nuclear,核一#2,['核一'],636.0,0.0,0,True,fix,歲修逾排程,
1,2019-07-11 15:00,nuclear,核二#1,['核二'],985.0,971.9,98.67,True,online,,
2,2019-07-11 15:00,nuclear,核二#2,['核二'],985.0,973.2,98.8,True,online,,
3,2019-07-11 15:00,nuclear,核三#1,['核三'],951.0,935.8,98.4,True,online,,
4,2019-07-11 15:00,nuclear,核三#2,['核三'],951.0,940.4,98.89,True,online,,
5,2019-07-11 15:00,coal,林口#1,['林口'],800.0,754.0,94.25,True,online,,
6,2019-07-11 15:00,coal,林口#2,['林口'],800.0,690.7,86.34,True,online,運轉限制,
7,2019-07-11 15:00,coal,林口#3(註10),['林口'],0.0,0.0,0,True,online,,10
8,2019-07-11 15:00,coal,台中#1,['台中'],550.0,517.9,94.16,True,online,,
9,2019-07-11 15:00,coal,台中#2,['台中'],550.0,531.5,96.64,True,online,,
10,2019-07-11 15:00,coal,台中#3,['台中'],550.0,0.0,0,True,fix,環保工程,
11,2019-07-11 15:00,coal,台中#4,['台中'],550.0,0.0,0,True,fix,檢修,
12,2019-07-11 15:00,coal,台中#5,['台中'],550.0,522.1,94.93,True,online,,
13,2019-07-11 15:00,coal,台中#6,['台中'],550.0,507.6,92.29,True,online,,
14,2019-07-11 15:00,coal,台中#7,['台中'],550.0,514.5,93.55,True,online,,
15,2019-07-11 15:00,coal,台中#8,['台中'],550.0,522.2,94.95,True,online,,
16,2019-07-11 15:00,coal,台中#9,['台中'],550.0,508.1,92.38,True,online,,
17,2019-07-11 15:00,coal,台中#10,['台中'],550.0,510.4,92.8,True,online,,
18,2019-07-11 15:00,coal,興達#1,['興達'],500.0,477.1,95.42,True,online,,
19,2019-07-11 15:00,coal,興達#2,['興達'],500.0,391.6,78.32,True,online,,
20,2019-07-11 15:00,coal,興達#3,['興達'],550.0,512.9,93.25,True,online,,
21,2019-07-11 15:00,coal,興達#4,['興達'],550.0,522.5,95,True,online,,
22,2019-07-11 15:00,coal,大林#1,['大林'],800.0,759.4,94.93,True,online,,
23,2019-07-11 15:00,coal,大林#2(註10),['大林'],0.0,761.0,0,True,online,新機組試俥,10
24,2019-07-11 15:00,co-gen,汽電共生,['co-gen'],623.2,1389.3,222.93,True,online,,
25,2019-07-11 15:00,coal,和平#1,['和平'],648.6,593.2,91.46,False,online,,
26,2019-07-11 15:00,coal,和平#2,['和平'],648.6,596.9,92.03,False,online,,
27,2019-07-11 15:00,coal,麥寮#1,['麥寮'],600.0,564.2,94.03,False,online,,
