,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId
0,2020-06-24 18:30,nuclear,核二#1,['核二'],985.0,971.9,98.67,True,online,,
1,2020-06-24 18:30,nuclear,核二#2,['核二'],985.0,973.2,98.8,True,online,,
2,2020-06-24 18:30,nuclear,核三#1,['核三'],951.0,942.6,99.12,True,online,,
3,2020-06-24 18:30,nuclear,核三#2,['核三'],951.0,939.2,98.76,True,online,,
4,2020-06-24 18:30,coal,林口#1,['林口'],800.0,757.8,94.73,True,online,運轉限制,
5,2020-06-24 18:30,coal,林口#2,['林口'],800.0,757.3,94.66,True,online,,
6,2020-06-24 18:30,coal,林口#3,['林口'],800.0,760.0,95,True,online,,
7,2020-06-24 18:30,coal,台中#1,['台中'],550.0,471.6,85.75,True,online,運轉限制,
8,2020-06-24 18:30,coal,台中#2,['台中'],550.0,0.0,0,True,fix,環保停機,
9,2020-06-24 18:30,coal,台中#3,['台中'],550.0,0.0,0,True,fix,環保停機,
10,2020-06-24 18:30,coal,台中#4,['台中'],550.0,515.5,93.73,True,online,,
11,2020-06-24 18:30,coal,台中#5,['台中'],550.0,532.6,96.84,True,online,,
12,2020-06-24 18:30,coal,台中#6,['台中'],550.0,531.7,96.67,True,online,測試運轉,
13,2020-06-24 18:30,coal,台中#7,['台中'],550.0,519.2,94.4,True,online,,
14,2020-06-24 18:30,coal,台中#8,['台中'],550.0,529.0,96.18,True,online,,
15,2020-06-24 18:30,coal,台中#9,['台中'],550.0,476.1,86.56,True,online,運轉限制,
16,2020-06-24 18:30,coal,台中#10,['台中'],550.0,517.8,94.15,True,online,,
17,2020-06-24 18:30,coal,興達#1,['興達'],500.0,480.3,96.06,True,online,,
18,2020-06-24 18:30,coal,興達#2,['興達'],500.0,475.9,95.18,True,online,,
19,2020-06-24 18:30,coal,興達#3,['興達'],550.0,517.5,94.09,True,online,,
20,2020-06-24 18:30,coal,興達#4,['興達'],550.0,527.1,95.84,True,online,,
21,2020-06-24 18:30,coal,大林#1,['大林'],800.0,761.0,95.13,True,online,,
22,2020-06-24 18:30,coal,大林#2,['大林'],800.0,761.8,95.23,True,online,,
23,2020-06-24 18:30,co-gen,汽電共生,['co-gen'],618.0,1141.3,184.68,True,online,,
24,2020-06-24 18:30,coal,和平#1,['和平'],648.6,593.1,91.44,False,online,,
25,2020-06-24 18:30,coal,和平#2,['和平'],648.6,474.5,73.16,False,online,,
26,2020-06-24 18:30,coal,麥寮#1,['麥寮'],600.0,568.2,94.7,False,online,,
27,2020-06-24 18:30,coal,麥寮#2,['麥寮'],600.0,563.2,93.87,False,online,,
28,2020-06-24 18:30,coal,麥寮#3,['麥寮'],600.0,571.9,95.32,False,online,,
