,Unnamed: 0,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId,year,month
30,30,2021-07-08 22:20,lng,大潭CC#2,['大潭'],742.7,422.4,56.87,1,online,部分故障,,2021,07
30,30,2021-11-19 20:50,lng,大潭CC#2,['大潭'],742.7,196.5,26.46,1,online,部分故障,,2021,11
30,30,2021-06-10 04:40,lng,大潭CC#2,['大潭'],742.7,617.7,83.17,1,online,,,2021,06
30,30,2021-07-17 01:10,lng,大潭CC#2,['大潭'],742.7,320.7,43.18,1,online,部分故障,,2021,07
30,30,2021-07-09 20:20,lng,大潭CC#2,['大潭'],742.7,471.8,63.52,1,online,部分故障,,2021,07
30,30,2021-07-18 11:50,lng,大潭CC#2,['大潭'],742.7,417.6,56.23,1,online,部分故障,,2021,07
30,30,2021-11-05 04:00,lng,大潭CC#2,['大潭'],742.7,196.1,26.4,1,online,部分故障,,2021,11
30,30,2021-11-14 21:30,lng,大潭CC#2,['大潭'],742.7,197.7,26.62,1,online,部分故障,,2021,11
30,30,2021-08-29 18:10,lng,大潭CC#2,['大潭'],742.7,439.3,59.15,1,online,部分故障,,2021,08
30,30,2021-09-06 12:00,lng,大潭CC#2,['大潭'],742.7,403.6,54.34,1,online,部分故障,,2021,09
30,30,2021-08-25 01:40,lng,大潭CC#2,['大潭'],742.7,428.0,57.63,1,online,部分故障,,2021,08
30,30,2021-08-12 04:10,lng,大潭CC#2,['大潭'],742.7,358.5,48.27,1,online,部分故障,,2021,08
30,30,2021-12-21 02:00,lng,大潭CC#2,['大潭'],742.7,165.4,22.27,1,online,部分故障,,2021,12
30,30,2021-11-26 16:20,lng,大潭CC#2,['大潭'],742.7,198.7,26.75,1,online,部分故障,,2021,11
30,30,2021-09-20 05:20,lng,大潭CC#2,['大潭'],742.7,200.2,26.96,1,online,部分故障,,2021,09
30,30,2021-04-13 04:00,lng,大潭CC#2,['大潭'],742.7,460.4,61.99,True,online,部分檢修,,2021,04
30,30,2021-10-15 12:00,lng,大潭CC#2,['大潭'],742.7,195.7,26.35,1,online,部分故障,,2021,10
30,30,2021-07-09 15:50,lng,大潭CC#2,['大潭'],742.7,473.5,63.75,1,online,部分故障,,2021,07
30,30,2021-12-06 07:40,lng,大潭CC#2,['大潭'],742.7,198.0,26.66,1,online,部分故障,,2021,12
30,30,2021-04-14 04:40,lng,大潭CC#2,['大潭'],742.7,609.2,82.03,True,online,,,2021,04
30,30,2021-08-12 01:20,lng,大潭CC#2,['大潭'],742.7,406.4,54.72,1,online,部分故障,,2021,08
30,30,2021-08-22 07:50,lng,大潭CC#2,['大潭'],742.7,429.0,57.76,1,online,部分故障,,2021,08
30,30,2021-06-19 19:10,lng,大潭CC#2,['大潭'],742.7,613.8,82.64,1,online,,,2021,06
30,30,2021-09-15 09:50,lng,大潭CC#2,['大潭'],742.7,421.8,56.79,1,online,部分故障,,2021,09
