,Unnamed: 0,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId,year,month
0,0,2021-08-30 19:00,nuclear,核二#1,['核二'],985.0,0.0,0.0,1,break,停機維護,,2021,08
29,29,2021-09-09 03:00,lng,大潭CC#1,['大潭'],742.7,609.3,82.04,1,online,,,2021,09
29,29,2021-07-03 04:50,lng,大潭CC#1,['大潭'],742.7,666.1,89.69,1,online,,,2021,07
29,29,2021-09-04 23:40,lng,大潭CC#1,['大潭'],742.7,613.3,82.58,1,online,,,2021,09
29,29,2021-08-07 01:40,lng,大潭CC#1,['大潭'],742.7,637.9,85.89,1,online,,,2021,08
29,29,2021-06-14 01:30,lng,大潭CC#1,['大潭'],742.7,663.0,89.27,1,online,,,2021,06
29,29,2021-08-08 14:50,lng,大潭CC#1,['大潭'],742.7,630.0,84.83,1,online,,,2021,08
29,29,2021-11-30 15:20,lng,大潭CC#1,['大潭'],742.7,619.6,83.43,1,online,,,2021,11
29,29,2021-05-26 18:00,lng,大潭CC#1,['大潭'],742.7,719.3,96.85,1,online,,,2021,05
29,29,2021-12-07 07:10,lng,大潭CC#1,['大潭'],742.7,409.1,55.08,1,online,部分檢修,,2021,12
29,29,2021-06-18 22:40,lng,大潭CC#1,['大潭'],742.7,678.5,91.36,1,online,,,2021,06
29,29,2021-12-15 01:50,lng,大潭CC#1,['大潭'],742.7,408.5,55.0,1,online,部分檢修,,2021,12
29,29,2021-06-14 02:50,lng,大潭CC#1,['大潭'],742.7,670.0,90.21,1,online,,,2021,06
29,29,2021-08-29 16:00,lng,大潭CC#1,['大潭'],742.7,520.0,70.01,1,online,,,2021,08
29,29,2021-11-15 05:20,lng,大潭CC#1,['大潭'],742.7,616.6,83.02,1,online,,,2021,11
29,29,2021-10-10 23:30,lng,大潭CC#1,['大潭'],742.7,622.8,83.86,1,online,,,2021,10
29,29,2021-04-10 02:50,lng,大潭CC#1,['大潭'],742.7,647.7,87.21,True,online,,,2021,04
29,29,2021-10-27 20:10,lng,大潭CC#1,['大潭'],742.7,622.5,83.82,1,online,,,2021,10
29,29,2021-06-30 09:10,lng,大潭CC#1,['大潭'],742.7,673.8,90.72,1,online,,,2021,06
29,29,2021-09-25 19:50,lng,大潭CC#1,['大潭'],742.7,662.9,89.26,1,online,,,2021,09
29,29,2021-09-30 16:00,lng,大潭CC#1,['大潭'],742.7,629.6,84.77,1,online,,,2021,09
29,29,2021-07-16 06:50,lng,大潭CC#1,['大潭'],742.7,506.7,68.22,1,online,,,2021,07
29,29,2021-08-26 21:50,lng,大潭CC#1,['大潭'],742.7,612.3,82.44,1,online,,,2021,08
29,29,2021-05-25 11:40,lng,大潭CC#1,['大潭'],742.7,745.7,100.4,1,online,,,2021,05
29,29,2021-09-10 18:50,lng,大潭CC#1,['大潭'],742.7,658.5,88.66,1,online,,,2021,09
29,29,2021-09-13 13:40,lng,大潭CC#1,['大潭'],742.7,510.1,68.68,1,online,運轉限制,,2021,09
29,29,2021-10-01 20:50,lng,大潭CC#1,['大潭'],742.7,625.6,84.23,1,online,,,2021,10
29,29,2021-04-18 12:50,lng,大潭CC#1,['大潭'],742.7,670.8,90.32,True,online,,,2021,04
29,29,2021-05-19 00:10,lng,大潭CC#1,['大潭'],742.7,690.6,92.99,1,online,,,2021,05
29,29,2021-09-27 11:40,lng,大潭CC#1,['大潭'],742.7,609.7,82.09,1,online,,,2021,09
29,29,2021-06-14 01:20,lng,大潭CC#1,['大潭'],742.7,679.4,91.48,1,online,,,2021,06
29,29,2021-08-06 05:10,lng,大潭CC#1,['大潭'],742.7,537.4,72.36,1,online,,,2021,08
28,28,2021-12-28 09:40,lng,大潭CC#1,['大潭'],742.7,533.7,71.86,1,online,運轉限制,,2021,12
29,29,2021-07-08 22:00,lng,大潭CC#1,['大潭'],742.7,679.0,91.42,1,online,,,2021,07
29,29,2021-11-25 05:10,lng,大潭CC#1,['大潭'],742.7,621.0,83.61,1,online,運轉限制,,2021,11
29,29,2021-06-21 11:10,lng,大潭CC#1,['大潭'],742.7,665.7,89.63,1,online,,,2021,06
29,29,2021-09-01 18:00,lng,大潭CC#1,['大潭'],742.7,690.7,93.0,1,online,,,2021,09
29,29,2021-10-22 08:00,lng,大潭CC#1,['大潭'],742.7,617.6,83.16,1,online,,,2021,10
29,29,2021-08-10 23:00,lng,大潭CC#1,['大潭'],742.7,652.3,87.83,1,online,,,2021,08
29,29,2021-08-04 15:00,lng,大潭CC#1,['大潭'],742.7,688.8,92.74,1,online,,,2021,08
29,29,2021-11-10 08:00,lng,大潭CC#1,['大潭'],742.7,611.0,82.27,1,online,,,2021,11
29,29,2021-07-04 17:10,lng,大潭CC#1,['大潭'],742.7,671.4,90.4,1,online,,,2021,07
29,29,2021-05-22 03:40,lng,大潭CC#1,['大潭'],742.7,659.8,88.84,1,online,,,2021,05
29,29,2021-11-21 13:30,lng,大潭CC#1,['大潭'],742.7,626.8,84.39,1,online,,,2021,11
29,29,2021-07-21 02:40,lng,大潭CC#1,['大潭'],742.7,627.5,84.49,1,online,,,2021,07
29,29,2021-08-29 09:20,lng,大潭CC#1,['大潭'],742.7,686.5,92.43,1,online,,,2021,08
29,29,2021-07-27 01:20,lng,大潭CC#1,['大潭'],742.7,639.8,86.15,1,online,,,2021,07
29,29,2021-06-24 18:40,lng,大潭CC#1,['大潭'],742.7,683.5,92.03,1,online,,,2021,06
29,29,2021-05-30 18:00,lng,大潭CC#1,['大潭'],742.7,702.4,94.57,1,online,,,2021,05
29,29,2021-09-15 07:10,lng,大潭CC#1,['大潭'],742.7,484.4,65.22,1,online,,,2021,09
